Date,Open,High,Low,Close,Adj Close,Volume
2024-04-17,8912.45,8984.48,8865.15,8903.05,8903.05,82632743
2024-04-18,8848.37,8928.51,8840.62,8881.71,8881.71,68617184
2024-04-19,8849.19,8896.43,8679.51,8811.02,8811.02,21418060
2024-04-22,8725.7,8769.32,8709.66,8727.85,8727.85,41005303
2024-04-23,8681.47,8755.73,8638.91,8652.47,8652.47,24639022
2024-04-24,8656.62,8661.14,8607.87,8647.73,8647.73,45657039
2024-04-25,8694.75,8702.08,8661.89,8682.85,8682.85,72600341
2024-04-26,8726.82,8729.88,8693.63,8711.93,8711.93,44465875
2024-04-29,8806.01,8857.17,8767.51,8794.2,8794.2,79628273
2024-04-30,8815.06,8855.93,8707.63,8798.09,8798.09,79042154
2024-05-01,8978.24,8988.94,8892.01,8942.58,8942.58,104571418
2024-05-02,8924.52,8968.03,8898.14,8919.26,8919.26,86147880
2024-05-03,9212.48,9235.56,9150.35,9192.93,9192.93,61997785
2024-05-06,9256.7,9267.97,9230.99,9259.19,9259.19,21683032
2024-05-07,9214.69,9260.82,9132.91,9175.05,9175.05,117107265
2024-05-08,9051.92,9192.92,9033.03,9070.33,9070.33,42009867
2024-05-09,9170.61,9201.69,9107.87,9121.33,9121.33,103629479
2024-05-10,9100.57,9131.43,9056.17,9101.67,9101.67,25954632
2024-05-13,9136.8,9260.18,9094.84,9176.19,9176.19,78765512
2024-05-14,9230.39,9253.98,9169.37,9226.85,9226.85,102028383
2024-05-15,9203.38,9285.56,9200.85,9222.22,9222.22,56900577
2024-05-16,9162.51,9168.81,9107.03,9139.46,9139.46,79972646
2024-05-17,8973.52,9033.96,8917.06,8991.13,8991.13,47381819
2024-05-20,8937.78,9021.9,8928.08,8949.76,8949.76,106536512
2024-05-21,8985.95,9096.59,8972.09,9037.18,9037.18,91284146
2024-05-22,9048.91,9135.5,8939.11,9061.2,9061.2,92564347
2024-05-23,8875.55,8973.74,8856.34,8940.56,8940.56,43641763
2024-05-24,8917.72,8963.68,8856.3,8960.3,8960.3,99015319
2024-05-27,9021.59,9093.85,8975.64,9001.06,9001.06,83058842
2024-05-28,8937.66,8948.66,8871.11,8916.64,8916.64,56128129
2024-05-29,8945.82,8983.54,8841.12,8934.41,8934.41,52532126
2024-05-30,8916.88,9039.89,8846.17,8942.82,8942.82,118286785
2024-05-31,8832.47,8841.51,8749.45,8833.74,8833.74,102320668
2024-06-03,8871.14,8876.7,8788.15,8871.23,8871.23,86075147
2024-06-04,8897.78,8953.43,8880.44,8928.81,8928.81,81766811
2024-06-05,9079.29,9081.27,8999.29,9038.53,9038.53,61450835
2024-06-06,9170.73,9248.45,9122.2,9146.65,9146.65,26097020
2024-06-07,9005.82,9039.84,8887.13,9011.79,9011.79,21196311
2024-06-10,8922.7,8931.38,8921.83,8921.98,8921.98,101619860
2024-06-11,8980.97,9014.31,8960.65,8975.36,8975.36,49609865
2024-06-12,8973.63,9088.53,8932.16,9028.94,9028.94,86341485
2024-06-13,9076.22,9110.74,9030.21,9082.96,9082.96,50760593
2024-06-14,9459.62,9480.77,9455.57,9479.01,9479.01,30675927
2024-06-17,9512.92,9562.07,9468.9,9541.59,9541.59,101416865
2024-06-18,9656.27,9697.88,9643.94,9664.42,9664.42,67322239
2024-06-19,9821.99,9891.05,9725.57,9769.3,9769.3,102716985
2024-06-20,9861.43,9865.53,9822.42,9842.51,9842.51,21462603
2024-06-21,9794.56,9885.19,9745.8,9811.38,9811.38,98518263
2024-06-24,9913.6,9951.27,9864.38,9896.6,9896.6,53691077
2024-06-25,9856.98,9861.04,9773.64,9815.77,9815.77,117511084
2024-06-26,9820.33,9891.9,9781.68,9793.17,9793.17,71983779
2024-06-27,9745.69,9760.76,9742.08,9743.95,9743.95,54741269
2024-06-28,9736.72,9792.34,9666.19,9755.65,9755.65,35116926
2024-07-01,10031.2,10047.21,9995.23,10010.23,10010.23,64378959
2024-07-02,9821.24,9887.07,9807.2,9809.66,9809.66,70385335
2024-07-03,9913.51,10006.46,9757.4,9886.96,9886.96,66992088
2024-07-04,9734.54,9740.14,9662.01,9716.03,9716.03,106376352
2024-07-05,9699.06,9706.83,9597.84,9668.62,9668.62,109059475
2024-07-08,9772.35,9820.92,9723.64,9788.07,9788.07,56183569
2024-07-09,9836.65,9847.14,9784.18,9797.93,9797.93,100296229
2024-07-10,9691.11,9727.54,9600.2,9685.37,9685.37,82595266
2024-07-11,9672.19,9687.61,9594.46,9612.34,9612.34,35614614
2024-07-12,9667.34,9725.93,9648.53,9687.37,9687.37,24776415
2024-07-15,9662.8,9714.79,9610.19,9612.74,9612.74,47205484
2024-07-16,9644.27,9645.3,9579.58,9638.55,9638.55,114294138
2024-07-17,9627.42,9737.97,9574.64,9646.27,9646.27,102322831
2024-07-18,9566.35,9583.16,9536.42,9580.25,9580.25,97468612
2024-07-19,9802.39,9846.57,9737.73,9811.82,9811.82,43985603
2024-07-22,9896.02,9970.91,9873.41,9883.44,9883.44,77223828
2024-07-23,9683.77,9771.08,9629.93,9668.6,9668.6,57416039
2024-07-24,9674.68,9768.12,9671.61,9691.36,9691.36,31917042
2024-07-25,9623.25,9636.81,9563.71,9623.96,9623.96,40901606
2024-07-26,9779.99,9804.87,9695.32,9717.54,9717.54,89765086
2024-07-29,9686.02,9762.6,9634.02,9636.08,9636.08,68189133
2024-07-30,9639.41,9682.55,9624.02,9626.81,9626.81,63070149
2024-07-31,9684.45,9707.84,9642.26,9683.34,9683.34,67375247
2024-08-01,9782.45,9789.63,9669.07,9778.93,9778.93,57821420
2024-08-02,9671.33,9749.29,9624.28,9653.56,9653.56,30176828
2024-08-05,9591.47,9664.14,9581.34,9620.99,9620.99,25459501
2024-08-06,9566.34,9586.59,9508.94,9573.73,9573.73,61129759
2024-08-07,9460.43,9550.4,9437.17,9508.03,9508.03,24013582
2024-08-08,9709.0,9813.46,9606.4,9697.39,9697.39,22872875
2024-08-09,9762.53,9797.63,9713.42,9743.61,9743.61,97327760
2024-08-12,9598.35,9622.43,9567.86,9612.28,9612.28,101683112
2024-08-13,9758.6,9806.77,9654.96,9712.74,9712.74,119513653
2024-08-14,9908.55,9951.65,9877.62,9945.12,9945.12,72173294
2024-08-15,10017.53,10065.6,10008.28,10061.73,10061.73,44747780
2024-08-16,9904.6,9915.73,9868.0,9897.93,9897.93,61592940
2024-08-19,9879.24,9911.35,9739.7,9848.31,9848.31,102743066
2024-08-20,10039.97,10048.44,9944.7,9989.51,9989.51,105482326
2024-08-21,9901.37,9936.93,9838.26,9915.02,9915.02,63762279
2024-08-22,9998.79,10053.3,9934.07,9966.54,9966.54,50071551
2024-08-23,10053.68,10125.77,9996.49,10054.84,10054.84,95303117
2024-08-26,9950.67,9960.73,9940.64,9955.82,9955.82,89578794
2024-08-27,9978.68,9979.62,9951.97,9952.29,9952.29,20131936
2024-08-28,9625.39,9659.47,9577.83,9606.59,9606.59,78557684
2024-08-29,9456.86,9512.88,9425.26,9501.8,9501.8,63922786
2024-08-30,9520.26,9565.63,9443.48,9478.28,9478.28,75173904
2024-09-02,9390.6,9404.08,9348.04,9351.88,9351.88,119242459
2024-09-03,9506.3,9553.34,9484.57,9524.18,9524.18,39247186
2024-09-04,9389.47,9406.44,9310.07,9378.33,9378.33,119718253
2024-09-05,9349.68,9403.15,9302.96,9335.85,9335.85,75394229
2024-09-06,9359.4,9364.48,9315.19,9352.09,9352.09,58866902
2024-09-09,9488.7,9505.97,9484.72,9504.39,9504.39,31924255
2024-09-10,9339.4,9368.0,9273.54,9358.26,9358.26,51785895
2024-09-11,9480.88,9487.7,9461.46,9481.61,9481.61,103341196
2024-09-12,9518.89,9608.46,9444.68,9485.52,9485.52,106464762
2024-09-13,9401.78,9427.58,9320.61,9386.48,9386.48,67701715
2024-09-16,9426.65,9441.52,9393.75,9437.14,9437.14,33936930
2024-09-17,9482.57,9490.15,9439.71,9460.66,9460.66,82110920
2024-09-18,9320.89,9449.53,9298.54,9401.23,9401.23,113896476
2024-09-19,9443.71,9503.47,9397.32,9411.27,9411.27,116878917
2024-09-20,9325.35,9414.88,9303.76,9374.28,9374.28,95689368
2024-09-23,9378.6,9434.32,9369.35,9388.81,9388.81,58837854
2024-09-24,9428.5,9480.48,9413.82,9460.28,9460.28,41384981
2024-09-25,9592.26,9660.78,9510.73,9629.66,9629.66,63026369
2024-09-26,9535.37,9620.01,9451.37,9502.28,9502.28,77489324
2024-09-27,9717.14,9788.87,9707.88,9730.79,9730.79,106266692
2024-09-30,9536.83,9580.66,9482.09,9526.93,9526.93,78954235
2024-10-01,9512.55,9561.49,9463.44,9513.89,9513.89,49969114
2024-10-02,9592.24,9624.4,9559.47,9578.53,9578.53,112552792
2024-10-03,9613.28,9680.21,9524.12,9611.07,9611.07,83993927
2024-10-04,9511.57,9560.26,9501.2,9548.32,9548.32,25219574
2024-10-07,9557.83,9571.62,9488.96,9529.35,9529.35,68521856
2024-10-08,9466.61,9492.99,9435.74,9480.65,9480.65,30387155
2024-10-09,9378.21,9428.54,9327.12,9422.21,9422.21,75901099
2024-10-10,9501.32,9552.11,9464.04,9513.54,9513.54,32433238
2024-10-11,9596.85,9634.93,9536.14,9553.84,9553.84,99622751
2024-10-14,9508.33,9591.46,9417.49,9484.14,9484.14,108677962
2024-10-15,9571.31,9643.82,9570.56,9581.33,9581.33,93971622
2024-10-16,9606.58,9696.6,9563.24,9616.66,9616.66,99826926
2024-10-17,9696.58,9756.05,9652.57,9705.94,9705.94,54550325
2024-10-18,9837.24,9892.66,9702.06,9776.33,9776.33,48362071
2024-10-21,9701.6,9754.52,9665.74,9690.49,9690.49,22670492
2024-10-22,9646.28,9666.1,9584.21,9633.85,9633.85,34223887
2024-10-23,9746.32,9800.2,9684.33,9716.29,9716.29,90086163
2024-10-24,9791.69,9802.21,9742.87,9784.68,9784.68,106820397
2024-10-25,9777.76,9800.43,9724.37,9785.36,9785.36,52329598
2024-10-28,9795.17,9839.15,9751.57,9800.94,9800.94,82023737
2024-10-29,9940.5,10007.78,9931.96,9942.64,9942.64,53119668
2024-10-30,9880.01,9950.07,9852.68,9881.11,9881.11,44928384
2024-10-31,9965.45,9993.46,9885.29,9943.74,9943.74,107126721
2024-11-01,9926.17,9936.56,9880.21,9924.63,9924.63,89824412
2024-11-04,9925.63,10009.18,9874.29,9903.86,9903.86,87887955
2024-11-05,10024.87,10067.7,9977.34,10027.3,10027.3,31765788
2024-11-06,10124.18,10173.02,10098.35,10121.79,10121.79,50725231
2024-11-07,10154.6,10298.36,10085.19,10215.84,10215.84,55261362
2024-11-08,10395.21,10459.36,10322.75,10366.71,10366.71,109853600
2024-11-11,10383.0,10413.76,10308.3,10372.22,10372.22,51766658
2024-11-12,10484.75,10486.13,10424.58,10453.45,10453.45,104850875
2024-11-13,10330.42,10435.56,10298.1,10420.96,10420.96,34284450
2024-11-14,10526.87,10569.48,10424.88,10461.33,10461.33,64526276
2024-11-15,10445.12,10471.65,10414.72,10449.49,10449.49,88687322
2024-11-18,10498.58,10523.45,10450.16,10463.79,10463.79,45435339
2024-11-19,10502.81,10536.44,10474.51,10535.68,10535.68,63563219
2024-11-20,10463.61,10492.19,10391.74,10444.41,10444.41,76313452
2024-11-21,10657.01,10691.14,10552.43,10690.79,10690.79,48963091
2024-11-22,10556.52,10599.39,10538.07,10576.31,10576.31,34912584
2024-11-25,10499.07,10504.82,10357.45,10439.13,10439.13,118121382
2024-11-26,10570.08,10580.81,10565.05,10576.13,10576.13,104558066
2024-11-27,10678.8,10698.56,10657.78,10671.84,10671.84,69388645
2024-11-28,10776.64,10790.58,10712.08,10748.58,10748.58,94954636
2024-11-29,10842.48,10929.14,10810.03,10826.38,10826.38,95156920
2024-12-02,10833.05,10863.43,10810.33,10828.17,10828.17,34136405
2024-12-03,10736.78,10752.64,10685.79,10725.04,10725.04,43767091
2024-12-04,10814.62,10852.31,10719.22,10737.2,10737.2,85534828
2024-12-05,10658.88,10678.51,10642.03,10660.72,10660.72,46668885
2024-12-06,10785.42,10848.69,10753.63,10778.92,10778.92,79233322
2024-12-09,10798.66,10818.61,10682.08,10764.73,10764.73,57562578
2024-12-10,10706.01,10711.75,10630.24,10670.62,10670.62,51281095
2024-12-11,10674.03,10697.93,10603.58,10636.15,10636.15,22361331
2024-12-12,10708.26,10792.37,10633.45,10687.78,10687.78,105044423
2024-12-13,10588.47,10684.76,10575.54,10624.9,10624.9,81394671
2024-12-16,10584.01,10647.19,10530.33,10532.4,10532.4,24348530
2024-12-17,10527.51,10571.39,10520.43,10563.83,10563.83,61837593
2024-12-18,10605.14,10697.0,10577.83,10595.52,10595.52,92265622
2024-12-19,10515.91,10657.35,10440.65,10539.76,10539.76,119057962
2024-12-20,10486.42,10521.9,10429.7,10488.43,10488.43,63484059
2024-12-23,10528.77,10555.14,10449.38,10518.4,10518.4,112393608
2024-12-24,10365.27,10458.61,10323.07,10355.28,10355.28,105543663
2024-12-25,10212.17,10239.87,10131.48,10199.26,10199.26,70394662
2024-12-26,10171.01,10211.07,10102.43,10122.01,10122.01,48875186
2024-12-27,10115.04,10146.44,10046.2,10101.3,10101.3,119160843
2024-12-30,10131.52,10147.47,10029.58,10138.94,10138.94,43254222
2024-12-31,10337.74,10362.14,10255.16,10307.92,10307.92,76242142
2025-01-01,10445.9,10549.27,10395.78,10408.75,10408.75,38012598
2025-01-02,10355.3,10432.44,10301.19,10393.57,10393.57,84384973
2025-01-03,10413.15,10469.0,10386.99,10394.52,10394.52,92337162
2025-01-06,10305.24,10317.56,10282.37,10283.6,10283.6,74864537
2025-01-07,10275.41,10391.25,10257.36,10284.59,10284.59,81912105
2025-01-08,10297.39,10344.73,10174.9,10255.07,10255.07,52502170
2025-01-09,10289.99,10424.87,10247.88,10294.62,10294.62,64362533
2025-01-10,10208.28,10222.88,10126.25,10204.43,10204.43,119699297
2025-01-13,10260.64,10322.49,10235.0,10265.98,10265.98,113572370
2025-01-14,10444.15,10546.42,10370.59,10443.66,10443.66,27775679
2025-01-15,10399.99,10498.45,10380.87,10434.3,10434.3,29929645
2025-01-16,10438.37,10509.69,10328.76,10483.66,10483.66,40809587
2025-01-17,10617.26,10641.97,10533.67,10566.72,10566.72,105417897
2025-01-20,10496.6,10528.92,10450.14,10523.34,10523.34,118506304
2025-01-21,10521.09,10692.0,10489.93,10552.48,10552.48,55569506
2025-01-22,10488.91,10636.44,10482.43,10557.11,10557.11,78077511
2025-01-23,10551.36,10585.04,10448.27,10571.63,10571.63,108606138
2025-01-24,10443.64,10509.78,10417.23,10485.26,10485.26,65905971
2025-01-27,10542.92,10600.15,10435.69,10491.24,10491.24,69270645
2025-01-28,10584.0,10589.18,10473.86,10552.03,10552.03,100037806
2025-01-29,10702.89,10741.56,10597.87,10725.04,10725.04,110505591
2025-01-30,10915.32,10936.7,10841.86,10842.06,10842.06,72134150
2025-01-31,11137.96,11152.94,11049.09,11105.25,11105.25,88571402
2025-02-03,11004.48,11034.11,10930.66,11015.21,11015.21,26379878
2025-02-04,11041.34,11159.33,11000.35,11124.75,11124.75,30463128
2025-02-05,11227.19,11247.94,11123.5,11150.56,11150.56,75541643
2025-02-06,11378.2,11447.38,11308.18,11425.84,11425.84,81152921
2025-02-07,11272.18,11329.75,11177.21,11328.09,11328.09,107820133
2025-02-10,11261.75,11325.16,11195.71,11227.31,11227.31,83872938
2025-02-11,11238.53,11241.42,11107.79,11156.87,11156.87,37509938
2025-02-12,10947.78,11044.84,10794.19,10902.51,10902.51,41857908
2025-02-13,10861.23,10929.76,10814.1,10842.89,10842.89,109911341
2025-02-14,10775.14,10823.94,10737.92,10755.95,10755.95,78576692
2025-02-17,10804.58,10839.9,10758.54,10776.99,10776.99,34058071
2025-02-18,10845.46,10877.76,10736.74,10820.83,10820.83,96698319
